message
"{'loss': 0.0803, 'learning_rate': 4.097285437527718e-05, 'epoch': 0.19}"
"{'loss': 0.0908, 'learning_rate': 4.0967019116308386e-05, 'epoch': 0.19}"
"{'loss': 0.0967, 'learning_rate': 4.0961183857339594e-05, 'epoch': 0.19}"
"{'loss': 0.1001, 'learning_rate': 4.0955348598370795e-05, 'epoch': 0.19}"
"{'loss': 0.0724, 'learning_rate': 4.094951333940201e-05, 'epoch': 0.19}"
"{'loss': 0.1251, 'learning_rate': 4.094367808043321e-05, 'epoch': 0.19}"
"{'loss': 0.064, 'learning_rate': 4.093784282146442e-05, 'epoch': 0.19}"
"{'loss': 0.1322, 'learning_rate': 4.093200756249563e-05, 'epoch': 0.19}"
"{'loss': 0.0707, 'learning_rate': 4.0926172303526835e-05, 'epoch': 0.19}"
"{'loss': 0.0968, 'learning_rate': 4.0920337044558036e-05, 'epoch': 0.19}"
"{'loss': 0.091, 'learning_rate': 4.091450178558925e-05, 'epoch': 0.19}"
"{'loss': 0.102, 'learning_rate': 4.090866652662045e-05, 'epoch': 0.19}"
"{'loss': 0.0708, 'learning_rate': 4.090283126765166e-05, 'epoch': 0.19}"
"{'loss': 0.0947, 'learning_rate': 4.089699600868287e-05, 'epoch': 0.19}"
"{'loss': 0.0828, 'learning_rate': 4.0891160749714076e-05, 'epoch': 0.19}"
"{'loss': 0.0732, 'learning_rate': 4.088532549074528e-05, 'epoch': 0.19}"
"{'loss': 0.0982, 'learning_rate': 4.087949023177649e-05, 'epoch': 0.19}"
"{'loss': 0.1161, 'learning_rate': 4.087365497280769e-05, 'epoch': 0.19}"
"{'loss': 0.0832, 'learning_rate': 4.08678197138389e-05, 'epoch': 0.19}"
"{'loss': 0.0634, 'learning_rate': 4.086198445487011e-05, 'epoch': 0.19}"
"{'loss': 0.1105, 'learning_rate': 4.085614919590132e-05, 'epoch': 0.19}"
"{'loss': 0.0948, 'learning_rate': 4.0850313936932525e-05, 'epoch': 0.19}"
"{'loss': 0.0907, 'learning_rate': 4.084447867796373e-05, 'epoch': 0.19}"
"{'loss': 0.0927, 'learning_rate': 4.083864341899494e-05, 'epoch': 0.19}"
"{'loss': 0.0945, 'learning_rate': 4.083280816002614e-05, 'epoch': 0.19}"
"{'loss': 0.1055, 'learning_rate': 4.0826972901057356e-05, 'epoch': 0.19}"
"{'loss': 0.1037, 'learning_rate': 4.082113764208856e-05, 'epoch': 0.19}"
"{'loss': 0.1272, 'learning_rate': 4.0815302383119766e-05, 'epoch': 0.19}"
"{'loss': 0.0909, 'learning_rate': 4.0809467124150974e-05, 'epoch': 0.19}"
"{'loss': 0.0751, 'learning_rate': 4.080363186518218e-05, 'epoch': 0.19}"
"{'loss': 0.0718, 'learning_rate': 4.079779660621338e-05, 'epoch': 0.19}"
"{'loss': 0.0719, 'learning_rate': 4.07919613472446e-05, 'epoch': 0.19}"
"{'loss': 0.0837, 'learning_rate': 4.07861260882758e-05, 'epoch': 0.19}"
"{'loss': 0.0851, 'learning_rate': 4.0780290829307007e-05, 'epoch': 0.19}"
"{'loss': 0.116, 'learning_rate': 4.0774455570338215e-05, 'epoch': 0.19}"
"{'loss': 0.1035, 'learning_rate': 4.076862031136942e-05, 'epoch': 0.19}"
"{'loss': 0.1079, 'learning_rate': 4.0762785052400624e-05, 'epoch': 0.19}"
"{'loss': 0.0647, 'learning_rate': 4.075694979343184e-05, 'epoch': 0.19}"
"{'loss': 0.1006, 'learning_rate': 4.075111453446304e-05, 'epoch': 0.19}"
"{'loss': 0.0965, 'learning_rate': 4.074527927549425e-05, 'epoch': 0.19}"
"{'loss': 0.1198, 'learning_rate': 4.0739444016525456e-05, 'epoch': 0.19}"
"{'loss': 0.0926, 'learning_rate': 4.0733608757556664e-05, 'epoch': 0.19}"
"{'loss': 0.1073, 'learning_rate': 4.0727773498587865e-05, 'epoch': 0.19}"
"{'loss': 0.084, 'learning_rate': 4.072193823961908e-05, 'epoch': 0.19}"
"{'loss': 0.0951, 'learning_rate': 4.071610298065028e-05, 'epoch': 0.19}"
"{'loss': 0.0987, 'learning_rate': 4.071026772168149e-05, 'epoch': 0.19}"
"{'loss': 0.0961, 'learning_rate': 4.0704432462712697e-05, 'epoch': 0.19}"
"{'loss': 0.0877, 'learning_rate': 4.0698597203743905e-05, 'epoch': 0.19}"
"{'loss': 0.1143, 'learning_rate': 4.069276194477511e-05, 'epoch': 0.19}"
"{'loss': 0.0757, 'learning_rate': 4.068692668580632e-05, 'epoch': 0.19}"
"{'loss': 0.0926, 'learning_rate': 4.068109142683753e-05, 'epoch': 0.19}"
"{'loss': 0.1, 'learning_rate': 4.067525616786873e-05, 'epoch': 0.19}"
"{'loss': 0.0826, 'learning_rate': 4.0669420908899944e-05, 'epoch': 0.19}"
"{'loss': 0.085, 'learning_rate': 4.0663585649931146e-05, 'epoch': 0.19}"
"{'loss': 0.1154, 'learning_rate': 4.0657750390962354e-05, 'epoch': 0.19}"
"{'loss': 0.1025, 'learning_rate': 4.065191513199356e-05, 'epoch': 0.19}"
"{'loss': 0.0819, 'learning_rate': 4.064607987302477e-05, 'epoch': 0.19}"
"{'loss': 0.1097, 'learning_rate': 4.064024461405597e-05, 'epoch': 0.19}"
"{'loss': 0.0789, 'learning_rate': 4.0634409355087185e-05, 'epoch': 0.19}"
"{'loss': 0.0984, 'learning_rate': 4.0628574096118387e-05, 'epoch': 0.19}"
"{'loss': 0.0519, 'learning_rate': 4.0622738837149595e-05, 'epoch': 0.19}"
"{'loss': 0.1164, 'learning_rate': 4.06169035781808e-05, 'epoch': 0.19}"
"{'loss': 0.1043, 'learning_rate': 4.061106831921201e-05, 'epoch': 0.19}"
"{'loss': 0.1034, 'learning_rate': 4.060523306024321e-05, 'epoch': 0.19}"
"{'loss': 0.1179, 'learning_rate': 4.0599397801274426e-05, 'epoch': 0.19}"
"{'loss': 0.0651, 'learning_rate': 4.059356254230563e-05, 'epoch': 0.19}"
"{'loss': 0.0904, 'learning_rate': 4.0587727283336836e-05, 'epoch': 0.19}"
"{'loss': 0.0873, 'learning_rate': 4.0581892024368043e-05, 'epoch': 0.19}"
"{'loss': 0.0967, 'learning_rate': 4.057605676539925e-05, 'epoch': 0.19}"
"{'loss': 0.1011, 'learning_rate': 4.057022150643045e-05, 'epoch': 0.19}"
"{'loss': 0.0896, 'learning_rate': 4.056438624746167e-05, 'epoch': 0.19}"
"{'loss': 0.0954, 'learning_rate': 4.055855098849287e-05, 'epoch': 0.19}"
"{'loss': 0.1067, 'learning_rate': 4.0552715729524077e-05, 'epoch': 0.19}"
"{'loss': 0.0957, 'learning_rate': 4.0546880470555285e-05, 'epoch': 0.19}"
"{'loss': 0.0689, 'learning_rate': 4.054104521158649e-05, 'epoch': 0.19}"
"{'loss': 0.1003, 'learning_rate': 4.05352099526177e-05, 'epoch': 0.19}"
"{'loss': 0.074, 'learning_rate': 4.052937469364891e-05, 'epoch': 0.19}"
"{'loss': 0.0796, 'learning_rate': 4.0523539434680116e-05, 'epoch': 0.19}"
"{'loss': 0.0948, 'learning_rate': 4.051770417571132e-05, 'epoch': 0.19}"
"{'loss': 0.106, 'learning_rate': 4.051186891674253e-05, 'epoch': 0.19}"
"{'loss': 0.085, 'learning_rate': 4.0506033657773733e-05, 'epoch': 0.19}"
"{'loss': 0.0925, 'learning_rate': 4.050019839880494e-05, 'epoch': 0.19}"
"{'loss': 0.0836, 'learning_rate': 4.049436313983615e-05, 'epoch': 0.19}"
"{'loss': 0.0749, 'learning_rate': 4.048852788086736e-05, 'epoch': 0.19}"
"{'loss': 0.0794, 'learning_rate': 4.048269262189856e-05, 'epoch': 0.2}"
"{'loss': 0.0875, 'learning_rate': 4.047685736292977e-05, 'epoch': 0.2}"
"{'loss': 0.0645, 'learning_rate': 4.0471022103960974e-05, 'epoch': 0.2}"
"{'loss': 0.1316, 'learning_rate': 4.046518684499218e-05, 'epoch': 0.2}"
"{'loss': 0.0939, 'learning_rate': 4.045935158602339e-05, 'epoch': 0.2}"
"{'loss': 0.0734, 'learning_rate': 4.04535163270546e-05, 'epoch': 0.2}"
"{'loss': 0.0782, 'learning_rate': 4.04476810680858e-05, 'epoch': 0.2}"
"{'loss': 0.0694, 'learning_rate': 4.0441845809117014e-05, 'epoch': 0.2}"
"{'loss': 0.0962, 'learning_rate': 4.0436010550148215e-05, 'epoch': 0.2}"
"{'loss': 0.0881, 'learning_rate': 4.0430175291179423e-05, 'epoch': 0.2}"
"{'loss': 0.1112, 'learning_rate': 4.042434003221063e-05, 'epoch': 0.2}"
"{'loss': 0.1151, 'learning_rate': 4.041850477324184e-05, 'epoch': 0.2}"
"{'loss': 0.1111, 'learning_rate': 4.041266951427304e-05, 'epoch': 0.2}"
"{'loss': 0.0716, 'learning_rate': 4.0406834255304255e-05, 'epoch': 0.2}"
"{'loss': 0.0891, 'learning_rate': 4.0400998996335456e-05, 'epoch': 0.2}"
"{'loss': 0.0812, 'learning_rate': 4.0395163737366664e-05, 'epoch': 0.2}"
"{'loss': 0.0961, 'learning_rate': 4.038932847839787e-05, 'epoch': 0.2}"
"{'loss': 0.072, 'learning_rate': 4.038349321942908e-05, 'epoch': 0.2}"
"{'loss': 0.0965, 'learning_rate': 4.037765796046029e-05, 'epoch': 0.2}"
"{'loss': 0.0653, 'learning_rate': 4.0371822701491496e-05, 'epoch': 0.2}"
"{'loss': 0.0691, 'learning_rate': 4.0365987442522704e-05, 'epoch': 0.2}"
"{'loss': 0.0946, 'learning_rate': 4.0360152183553905e-05, 'epoch': 0.2}"
"{'loss': 0.0912, 'learning_rate': 4.035431692458512e-05, 'epoch': 0.2}"
"{'loss': 0.106, 'learning_rate': 4.034848166561632e-05, 'epoch': 0.2}"
"{'loss': 0.0783, 'learning_rate': 4.034264640664753e-05, 'epoch': 0.2}"
"{'loss': 0.097, 'learning_rate': 4.033681114767874e-05, 'epoch': 0.2}"
"{'loss': 0.1023, 'learning_rate': 4.0330975888709945e-05, 'epoch': 0.2}"
"{'loss': 0.0697, 'learning_rate': 4.0325140629741146e-05, 'epoch': 0.2}"
"{'loss': 0.1037, 'learning_rate': 4.031930537077236e-05, 'epoch': 0.2}"
"{'loss': 0.1202, 'learning_rate': 4.031347011180356e-05, 'epoch': 0.2}"
"{'loss': 0.0659, 'learning_rate': 4.030763485283477e-05, 'epoch': 0.2}"
"{'loss': 0.0529, 'learning_rate': 4.030179959386598e-05, 'epoch': 0.2}"
"{'loss': 0.1402, 'learning_rate': 4.0295964334897186e-05, 'epoch': 0.2}"
"{'loss': 0.0731, 'learning_rate': 4.029012907592839e-05, 'epoch': 0.2}"
"{'loss': 0.0955, 'learning_rate': 4.02842938169596e-05, 'epoch': 0.2}"
"{'loss': 0.0747, 'learning_rate': 4.0278458557990803e-05, 'epoch': 0.2}"
"{'loss': 0.0779, 'learning_rate': 4.027262329902201e-05, 'epoch': 0.2}"
"{'loss': 0.0727, 'learning_rate': 4.026678804005322e-05, 'epoch': 0.2}"
"{'loss': 0.1127, 'learning_rate': 4.026095278108443e-05, 'epoch': 0.2}"
"{'loss': 0.0887, 'learning_rate': 4.025511752211563e-05, 'epoch': 0.2}"
"{'loss': 0.0893, 'learning_rate': 4.024928226314684e-05, 'epoch': 0.2}"
"{'loss': 0.0929, 'learning_rate': 4.0243447004178044e-05, 'epoch': 0.2}"
"{'loss': 0.0813, 'learning_rate': 4.023761174520925e-05, 'epoch': 0.2}"
"{'loss': 0.0907, 'learning_rate': 4.023177648624046e-05, 'epoch': 0.2}"
"{'loss': 0.0862, 'learning_rate': 4.022594122727167e-05, 'epoch': 0.2}"
"{'loss': 0.0911, 'learning_rate': 4.0220105968302876e-05, 'epoch': 0.2}"
"{'loss': 0.0996, 'learning_rate': 4.0214270709334084e-05, 'epoch': 0.2}"
"{'loss': 0.131, 'learning_rate': 4.020843545036529e-05, 'epoch': 0.2}"
"{'loss': 0.078, 'learning_rate': 4.0202600191396493e-05, 'epoch': 0.2}"
"{'loss': 0.1153, 'learning_rate': 4.019676493242771e-05, 'epoch': 0.2}"
"{'loss': 0.1192, 'learning_rate': 4.019092967345891e-05, 'epoch': 0.2}"
"{'loss': 0.1238, 'learning_rate': 4.018509441449012e-05, 'epoch': 0.2}"
"{'loss': 0.0759, 'learning_rate': 4.0179259155521325e-05, 'epoch': 0.2}"
"{'loss': 0.0943, 'learning_rate': 4.017342389655253e-05, 'epoch': 0.2}"
"{'loss': 0.1164, 'learning_rate': 4.0167588637583734e-05, 'epoch': 0.2}"
"{'loss': 0.078, 'learning_rate': 4.016175337861495e-05, 'epoch': 0.2}"
"{'loss': 0.0718, 'learning_rate': 4.015591811964615e-05, 'epoch': 0.2}"
"{'loss': 0.0842, 'learning_rate': 4.015008286067736e-05, 'epoch': 0.2}"
"{'loss': 0.0609, 'learning_rate': 4.0144247601708566e-05, 'epoch': 0.2}"
"{'loss': 0.0896, 'learning_rate': 4.0138412342739774e-05, 'epoch': 0.2}"
"{'loss': 0.0924, 'learning_rate': 4.0132577083770975e-05, 'epoch': 0.2}"
"{'loss': 0.0815, 'learning_rate': 4.012674182480219e-05, 'epoch': 0.2}"
"{'loss': 0.1222, 'learning_rate': 4.012090656583339e-05, 'epoch': 0.2}"
"{'loss': 0.0714, 'learning_rate': 4.01150713068646e-05, 'epoch': 0.2}"
"{'loss': 0.0748, 'learning_rate': 4.010923604789581e-05, 'epoch': 0.2}"
"{'loss': 0.1139, 'learning_rate': 4.0103400788927015e-05, 'epoch': 0.2}"
"{'loss': 0.0967, 'learning_rate': 4.0097565529958216e-05, 'epoch': 0.2}"
"{'loss': 0.074, 'learning_rate': 4.009173027098943e-05, 'epoch': 0.2}"
"{'loss': 0.1084, 'learning_rate': 4.008589501202063e-05, 'epoch': 0.2}"
"{'loss': 0.0726, 'learning_rate': 4.008005975305184e-05, 'epoch': 0.2}"
"{'loss': 0.0974, 'learning_rate': 4.007422449408305e-05, 'epoch': 0.2}"
"{'loss': 0.085, 'learning_rate': 4.0068389235114256e-05, 'epoch': 0.2}"
"{'loss': 0.1082, 'learning_rate': 4.0062553976145464e-05, 'epoch': 0.2}"
"{'loss': 0.1274, 'learning_rate': 4.005671871717667e-05, 'epoch': 0.2}"
"{'loss': 0.0951, 'learning_rate': 4.005088345820788e-05, 'epoch': 0.2}"
"{'loss': 0.1308, 'learning_rate': 4.004504819923908e-05, 'epoch': 0.2}"
"{'loss': 0.0757, 'learning_rate': 4.0039212940270296e-05, 'epoch': 0.2}"
"{'loss': 0.0912, 'learning_rate': 4.00333776813015e-05, 'epoch': 0.2}"
"{'loss': 0.1006, 'learning_rate': 4.0027542422332705e-05, 'epoch': 0.2}"
"{'loss': 0.1188, 'learning_rate': 4.002170716336391e-05, 'epoch': 0.2}"
"{'loss': 0.0908, 'learning_rate': 4.001587190439512e-05, 'epoch': 0.2}"
"{'loss': 0.0825, 'learning_rate': 4.001003664542632e-05, 'epoch': 0.2}"
"{'loss': 0.0822, 'learning_rate': 4.000420138645754e-05, 'epoch': 0.2}"
"{'loss': 0.1446, 'learning_rate': 3.999836612748874e-05, 'epoch': 0.2}"
"{'loss': 0.0807, 'learning_rate': 3.9992530868519946e-05, 'epoch': 0.2}"
"{'loss': 0.1051, 'learning_rate': 3.9986695609551154e-05, 'epoch': 0.2}"
"{'loss': 0.095, 'learning_rate': 3.998086035058236e-05, 'epoch': 0.21}"
"{'loss': 0.0855, 'learning_rate': 3.997502509161356e-05, 'epoch': 0.21}"
"{'loss': 0.0453, 'learning_rate': 3.996918983264478e-05, 'epoch': 0.21}"
"{'loss': 0.1038, 'learning_rate': 3.996335457367598e-05, 'epoch': 0.21}"
"{'loss': 0.0816, 'learning_rate': 3.995751931470719e-05, 'epoch': 0.21}"
"{'loss': 0.1064, 'learning_rate': 3.9951684055738395e-05, 'epoch': 0.21}"
"{'loss': 0.0798, 'learning_rate': 3.99458487967696e-05, 'epoch': 0.21}"
"{'loss': 0.0845, 'learning_rate': 3.994001353780081e-05, 'epoch': 0.21}"
"{'loss': 0.0664, 'learning_rate': 3.993417827883202e-05, 'epoch': 0.21}"
"{'loss': 0.0855, 'learning_rate': 3.992834301986322e-05, 'epoch': 0.21}"
"{'loss': 0.0857, 'learning_rate': 3.992250776089443e-05, 'epoch': 0.21}"
"{'loss': 0.0935, 'learning_rate': 3.9916672501925636e-05, 'epoch': 0.21}"
"{'loss': 0.0943, 'learning_rate': 3.9910837242956844e-05, 'epoch': 0.21}"
"{'loss': 0.0813, 'learning_rate': 3.990500198398805e-05, 'epoch': 0.21}"
"{'loss': 0.1127, 'learning_rate': 3.989916672501926e-05, 'epoch': 0.21}"
"{'loss': 0.1042, 'learning_rate': 3.989333146605047e-05, 'epoch': 0.21}"
"{'loss': 0.0985, 'learning_rate': 3.988749620708167e-05, 'epoch': 0.21}"
"{'loss': 0.1056, 'learning_rate': 3.9881660948112884e-05, 'epoch': 0.21}"
"{'loss': 0.087, 'learning_rate': 3.9875825689144085e-05, 'epoch': 0.21}"
"{'loss': 0.0783, 'learning_rate': 3.986999043017529e-05, 'epoch': 0.21}"
"{'loss': 0.1286, 'learning_rate': 3.98641551712065e-05, 'epoch': 0.21}"
"{'loss': 0.097, 'learning_rate': 3.985831991223771e-05, 'epoch': 0.21}"
"{'loss': 0.0891, 'learning_rate': 3.985248465326891e-05, 'epoch': 0.21}"
"{'loss': 0.1108, 'learning_rate': 3.9846649394300125e-05, 'epoch': 0.21}"
"{'loss': 0.0815, 'learning_rate': 3.9840814135331326e-05, 'epoch': 0.21}"
"{'loss': 0.0879, 'learning_rate': 3.9834978876362534e-05, 'epoch': 0.21}"
"{'loss': 0.1047, 'learning_rate': 3.982914361739374e-05, 'epoch': 0.21}"
"{'loss': 0.0623, 'learning_rate': 3.982330835842495e-05, 'epoch': 0.21}"
"{'loss': 0.0908, 'learning_rate': 3.981747309945615e-05, 'epoch': 0.21}"
"{'loss': 0.0923, 'learning_rate': 3.9811637840487366e-05, 'epoch': 0.21}"
"{'loss': 0.0918, 'learning_rate': 3.980580258151857e-05, 'epoch': 0.21}"
"{'loss': 0.1019, 'learning_rate': 3.9799967322549775e-05, 'epoch': 0.21}"
"{'loss': 0.1108, 'learning_rate': 3.979413206358098e-05, 'epoch': 0.21}"
"{'loss': 0.0606, 'learning_rate': 3.978829680461219e-05, 'epoch': 0.21}"
"{'loss': 0.1164, 'learning_rate': 3.97824615456434e-05, 'epoch': 0.21}"
"{'loss': 0.093, 'learning_rate': 3.977662628667461e-05, 'epoch': 0.21}"
"{'loss': 0.0736, 'learning_rate': 3.977079102770581e-05, 'epoch': 0.21}"
"{'loss': 0.1003, 'learning_rate': 3.9764955768737016e-05, 'epoch': 0.21}"
"{'loss': 0.0863, 'learning_rate': 3.9759120509768224e-05, 'epoch': 0.21}"
"{'loss': 0.0798, 'learning_rate': 3.975328525079943e-05, 'epoch': 0.21}"
"{'loss': 0.1112, 'learning_rate': 3.974744999183064e-05, 'epoch': 0.21}"
"{'loss': 0.0679, 'learning_rate': 3.974161473286185e-05, 'epoch': 0.21}"
"{'loss': 0.0759, 'learning_rate': 3.9735779473893056e-05, 'epoch': 0.21}"
"{'loss': 0.1026, 'learning_rate': 3.972994421492426e-05, 'epoch': 0.21}"
"{'loss': 0.1102, 'learning_rate': 3.972410895595547e-05, 'epoch': 0.21}"
"{'loss': 0.0848, 'learning_rate': 3.971827369698667e-05, 'epoch': 0.21}"
"{'loss': 0.1138, 'learning_rate': 3.971243843801788e-05, 'epoch': 0.21}"
"{'loss': 0.0839, 'learning_rate': 3.970660317904909e-05, 'epoch': 0.21}"
"{'loss': 0.0838, 'learning_rate': 3.97007679200803e-05, 'epoch': 0.21}"
"{'loss': 0.0814, 'learning_rate': 3.96949326611115e-05, 'epoch': 0.21}"
"{'loss': 0.1193, 'learning_rate': 3.968909740214271e-05, 'epoch': 0.21}"
"{'loss': 0.096, 'learning_rate': 3.9683262143173914e-05, 'epoch': 0.21}"
"{'loss': 0.0881, 'learning_rate': 3.967742688420512e-05, 'epoch': 0.21}"
"{'loss': 0.1142, 'learning_rate': 3.967159162523633e-05, 'epoch': 0.21}"
"{'loss': 0.095, 'learning_rate': 3.966575636626754e-05, 'epoch': 0.21}"
"{'loss': 0.0895, 'learning_rate': 3.965992110729874e-05, 'epoch': 0.21}"
"{'loss': 0.0896, 'learning_rate': 3.9654085848329954e-05, 'epoch': 0.21}"
"{'loss': 0.0853, 'learning_rate': 3.9648250589361155e-05, 'epoch': 0.21}"
"{'loss': 0.0662, 'learning_rate': 3.964241533039236e-05, 'epoch': 0.21}"
"{'loss': 0.0748, 'learning_rate': 3.963658007142357e-05, 'epoch': 0.21}"
"{'loss': 0.1069, 'learning_rate': 3.963074481245478e-05, 'epoch': 0.21}"
"{'loss': 0.079, 'learning_rate': 3.962490955348599e-05, 'epoch': 0.21}"
"{'loss': 0.0851, 'learning_rate': 3.9619074294517195e-05, 'epoch': 0.21}"
"{'loss': 0.0857, 'learning_rate': 3.96132390355484e-05, 'epoch': 0.21}"
"{'loss': 0.0711, 'learning_rate': 3.9607403776579604e-05, 'epoch': 0.21}"
"{'loss': 0.0979, 'learning_rate': 3.960156851761081e-05, 'epoch': 0.21}"
"{'loss': 0.1205, 'learning_rate': 3.959573325864202e-05, 'epoch': 0.21}"
"{'loss': 0.0668, 'learning_rate': 3.958989799967323e-05, 'epoch': 0.21}"
"{'loss': 0.1302, 'learning_rate': 3.9584062740704436e-05, 'epoch': 0.21}"
"{'loss': 0.1017, 'learning_rate': 3.9578227481735644e-05, 'epoch': 0.21}"
"{'loss': 0.0703, 'learning_rate': 3.9572392222766845e-05, 'epoch': 0.21}"
"{'loss': 0.0718, 'learning_rate': 3.956655696379806e-05, 'epoch': 0.21}"
"{'loss': 0.0633, 'learning_rate': 3.956072170482926e-05, 'epoch': 0.21}"
"{'loss': 0.1055, 'learning_rate': 3.955488644586047e-05, 'epoch': 0.21}"
"{'loss': 0.0932, 'learning_rate': 3.954905118689168e-05, 'epoch': 0.21}"
"{'loss': 0.0916, 'learning_rate': 3.9543215927922885e-05, 'epoch': 0.21}"
"{'loss': 0.0661, 'learning_rate': 3.9537380668954086e-05, 'epoch': 0.21}"
"{'loss': 0.0886, 'learning_rate': 3.95315454099853e-05, 'epoch': 0.21}"
"{'loss': 0.0898, 'learning_rate': 3.95257101510165e-05, 'epoch': 0.21}"
"{'loss': 0.0711, 'learning_rate': 3.951987489204771e-05, 'epoch': 0.21}"
"{'loss': 0.1114, 'learning_rate': 3.951403963307892e-05, 'epoch': 0.21}"
"{'loss': 0.0732, 'learning_rate': 3.9508204374110126e-05, 'epoch': 0.21}"
"{'loss': 0.0982, 'learning_rate': 3.950236911514133e-05, 'epoch': 0.21}"
"{'loss': 0.1126, 'learning_rate': 3.949653385617254e-05, 'epoch': 0.21}"
"{'loss': 0.0841, 'learning_rate': 3.949069859720374e-05, 'epoch': 0.21}"
"{'loss': 0.078, 'learning_rate': 3.948486333823495e-05, 'epoch': 0.21}"
"{'loss': 0.0823, 'learning_rate': 3.947902807926616e-05, 'epoch': 0.22}"
"{'loss': 0.0987, 'learning_rate': 3.947319282029737e-05, 'epoch': 0.22}"
"{'loss': 0.107, 'learning_rate': 3.9467357561328575e-05, 'epoch': 0.22}"
"{'loss': 0.082, 'learning_rate': 3.946152230235978e-05, 'epoch': 0.22}"
"{'loss': 0.1087, 'learning_rate': 3.945568704339099e-05, 'epoch': 0.22}"
"{'loss': 0.1175, 'learning_rate': 3.944985178442219e-05, 'epoch': 0.22}"
"{'loss': 0.0692, 'learning_rate': 3.94440165254534e-05, 'epoch': 0.22}"
"{'loss': 0.082, 'learning_rate': 3.943818126648461e-05, 'epoch': 0.22}"
"{'loss': 0.0882, 'learning_rate': 3.9432346007515816e-05, 'epoch': 0.22}"
"{'loss': 0.0873, 'learning_rate': 3.9426510748547024e-05, 'epoch': 0.22}"
"{'loss': 0.0906, 'learning_rate': 3.942067548957823e-05, 'epoch': 0.22}"
"{'loss': 0.0827, 'learning_rate': 3.941484023060943e-05, 'epoch': 0.22}"
"{'loss': 0.1171, 'learning_rate': 3.940900497164065e-05, 'epoch': 0.22}"
"{'loss': 0.1091, 'learning_rate': 3.940316971267185e-05, 'epoch': 0.22}"
"{'loss': 0.0719, 'learning_rate': 3.939733445370306e-05, 'epoch': 0.22}"
"{'loss': 0.0803, 'learning_rate': 3.9391499194734265e-05, 'epoch': 0.22}"
"{'loss': 0.0857, 'learning_rate': 3.938566393576547e-05, 'epoch': 0.22}"
"{'loss': 0.0685, 'learning_rate': 3.9379828676796674e-05, 'epoch': 0.22}"
"{'loss': 0.0969, 'learning_rate': 3.937399341782789e-05, 'epoch': 0.22}"
"{'loss': 0.0939, 'learning_rate': 3.936815815885909e-05, 'epoch': 0.22}"
"{'loss': 0.081, 'learning_rate': 3.93623228998903e-05, 'epoch': 0.22}"
"{'loss': 0.0935, 'learning_rate': 3.9356487640921506e-05, 'epoch': 0.22}"
"{'loss': 0.0828, 'learning_rate': 3.9350652381952714e-05, 'epoch': 0.22}"
"{'loss': 0.073, 'learning_rate': 3.9344817122983915e-05, 'epoch': 0.22}"
"{'loss': 0.0775, 'learning_rate': 3.933898186401513e-05, 'epoch': 0.22}"
"{'loss': 0.0944, 'learning_rate': 3.933314660504633e-05, 'epoch': 0.22}"
"{'loss': 0.0948, 'learning_rate': 3.932731134607754e-05, 'epoch': 0.22}"
"{'loss': 0.0769, 'learning_rate': 3.932147608710875e-05, 'epoch': 0.22}"
"{'loss': 0.071, 'learning_rate': 3.9315640828139955e-05, 'epoch': 0.22}"
"{'loss': 0.0999, 'learning_rate': 3.930980556917116e-05, 'epoch': 0.22}"
"{'loss': 0.1039, 'learning_rate': 3.930397031020237e-05, 'epoch': 0.22}"
"{'loss': 0.0972, 'learning_rate': 3.929813505123358e-05, 'epoch': 0.22}"
"{'loss': 0.0869, 'learning_rate': 3.929229979226478e-05, 'epoch': 0.22}"
"{'loss': 0.1086, 'learning_rate': 3.9286464533295995e-05, 'epoch': 0.22}"
"{'loss': 0.0988, 'learning_rate': 3.9280629274327196e-05, 'epoch': 0.22}"
"{'loss': 0.0595, 'learning_rate': 3.9274794015358404e-05, 'epoch': 0.22}"
"{'loss': 0.0709, 'learning_rate': 3.926895875638961e-05, 'epoch': 0.22}"
"{'loss': 0.0597, 'learning_rate': 3.926312349742082e-05, 'epoch': 0.22}"
"{'loss': 0.0973, 'learning_rate': 3.925728823845202e-05, 'epoch': 0.22}"
"{'loss': 0.0843, 'learning_rate': 3.9251452979483236e-05, 'epoch': 0.22}"
"{'loss': 0.0906, 'learning_rate': 3.924561772051444e-05, 'epoch': 0.22}"
"{'loss': 0.0648, 'learning_rate': 3.9239782461545645e-05, 'epoch': 0.22}"
"{'loss': 0.0783, 'learning_rate': 3.923394720257685e-05, 'epoch': 0.22}"
"{'loss': 0.1118, 'learning_rate': 3.922811194360806e-05, 'epoch': 0.22}"
"{'loss': 0.0776, 'learning_rate': 3.922227668463926e-05, 'epoch': 0.22}"
"{'loss': 0.0875, 'learning_rate': 3.921644142567048e-05, 'epoch': 0.22}"
"{'loss': 0.0784, 'learning_rate': 3.921060616670168e-05, 'epoch': 0.22}"
"{'loss': 0.095, 'learning_rate': 3.9204770907732886e-05, 'epoch': 0.22}"
"{'loss': 0.0854, 'learning_rate': 3.9198935648764094e-05, 'epoch': 0.22}"
"{'loss': 0.0862, 'learning_rate': 3.91931003897953e-05, 'epoch': 0.22}"
"{'loss': 0.0834, 'learning_rate': 3.91872651308265e-05, 'epoch': 0.22}"
"{'loss': 0.0874, 'learning_rate': 3.918142987185772e-05, 'epoch': 0.22}"
"{'loss': 0.0652, 'learning_rate': 3.917559461288892e-05, 'epoch': 0.22}"
