message
"{'loss': 0.0617, 'learning_rate': 2.531101930303667e-05, 'epoch': 0.5}"
"{'loss': 0.0728, 'learning_rate': 2.5305184044067874e-05, 'epoch': 0.5}"
"{'loss': 0.0556, 'learning_rate': 2.5299348785099086e-05, 'epoch': 0.5}"
"{'loss': 0.0928, 'learning_rate': 2.529351352613029e-05, 'epoch': 0.5}"
"{'loss': 0.0416, 'learning_rate': 2.5287678267161498e-05, 'epoch': 0.5}"
"{'loss': 0.0673, 'learning_rate': 2.5281843008192706e-05, 'epoch': 0.5}"
"{'loss': 0.0762, 'learning_rate': 2.527600774922391e-05, 'epoch': 0.5}"
"{'loss': 0.0453, 'learning_rate': 2.527017249025512e-05, 'epoch': 0.5}"
"{'loss': 0.0789, 'learning_rate': 2.5264337231286327e-05, 'epoch': 0.5}"
"{'loss': 0.0656, 'learning_rate': 2.5258501972317534e-05, 'epoch': 0.5}"
"{'loss': 0.0643, 'learning_rate': 2.525266671334874e-05, 'epoch': 0.5}"
"{'loss': 0.0536, 'learning_rate': 2.524683145437995e-05, 'epoch': 0.5}"
"{'loss': 0.0633, 'learning_rate': 2.5240996195411155e-05, 'epoch': 0.5}"
"{'loss': 0.0738, 'learning_rate': 2.523516093644236e-05, 'epoch': 0.5}"
"{'loss': 0.0613, 'learning_rate': 2.522932567747357e-05, 'epoch': 0.5}"
"{'loss': 0.0709, 'learning_rate': 2.5223490418504775e-05, 'epoch': 0.5}"
"{'loss': 0.0776, 'learning_rate': 2.521765515953598e-05, 'epoch': 0.5}"
"{'loss': 0.0579, 'learning_rate': 2.521181990056719e-05, 'epoch': 0.5}"
"{'loss': 0.0649, 'learning_rate': 2.5205984641598396e-05, 'epoch': 0.5}"
"{'loss': 0.0559, 'learning_rate': 2.52001493826296e-05, 'epoch': 0.5}"
"{'loss': 0.0607, 'learning_rate': 2.5194314123660812e-05, 'epoch': 0.5}"
"{'loss': 0.0647, 'learning_rate': 2.5188478864692016e-05, 'epoch': 0.5}"
"{'loss': 0.0691, 'learning_rate': 2.518264360572322e-05, 'epoch': 0.5}"
"{'loss': 0.0441, 'learning_rate': 2.5176808346754432e-05, 'epoch': 0.5}"
"{'loss': 0.0675, 'learning_rate': 2.5170973087785637e-05, 'epoch': 0.5}"
"{'loss': 0.1233, 'learning_rate': 2.516513782881684e-05, 'epoch': 0.5}"
"{'loss': 0.0849, 'learning_rate': 2.5159302569848053e-05, 'epoch': 0.5}"
"{'loss': 0.0608, 'learning_rate': 2.5153467310879257e-05, 'epoch': 0.5}"
"{'loss': 0.068, 'learning_rate': 2.5147632051910462e-05, 'epoch': 0.5}"
"{'loss': 0.0901, 'learning_rate': 2.5141796792941673e-05, 'epoch': 0.5}"
"{'loss': 0.0745, 'learning_rate': 2.5135961533972878e-05, 'epoch': 0.5}"
"{'loss': 0.0553, 'learning_rate': 2.5130126275004086e-05, 'epoch': 0.5}"
"{'loss': 0.0649, 'learning_rate': 2.5124291016035294e-05, 'epoch': 0.5}"
"{'loss': 0.0473, 'learning_rate': 2.5118455757066502e-05, 'epoch': 0.5}"
"{'loss': 0.0642, 'learning_rate': 2.5112620498097706e-05, 'epoch': 0.5}"
"{'loss': 0.0636, 'learning_rate': 2.5106785239128914e-05, 'epoch': 0.5}"
"{'loss': 0.0462, 'learning_rate': 2.5100949980160122e-05, 'epoch': 0.5}"
"{'loss': 0.0771, 'learning_rate': 2.5095114721191327e-05, 'epoch': 0.5}"
"{'loss': 0.0797, 'learning_rate': 2.508927946222254e-05, 'epoch': 0.5}"
"{'loss': 0.0807, 'learning_rate': 2.5083444203253743e-05, 'epoch': 0.5}"
"{'loss': 0.0765, 'learning_rate': 2.5077608944284947e-05, 'epoch': 0.5}"
"{'loss': 0.057, 'learning_rate': 2.507177368531616e-05, 'epoch': 0.5}"
"{'loss': 0.0502, 'learning_rate': 2.5065938426347363e-05, 'epoch': 0.5}"
"{'loss': 0.0961, 'learning_rate': 2.5060103167378568e-05, 'epoch': 0.5}"
"{'loss': 0.0823, 'learning_rate': 2.505426790840978e-05, 'epoch': 0.5}"
"{'loss': 0.0545, 'learning_rate': 2.5048432649440984e-05, 'epoch': 0.5}"
"{'loss': 0.078, 'learning_rate': 2.504259739047219e-05, 'epoch': 0.5}"
"{'loss': 0.0708, 'learning_rate': 2.50367621315034e-05, 'epoch': 0.5}"
"{'loss': 0.1, 'learning_rate': 2.5030926872534604e-05, 'epoch': 0.5}"
"{'loss': 0.0653, 'learning_rate': 2.502509161356581e-05, 'epoch': 0.5}"
"{'loss': 0.0671, 'learning_rate': 2.501925635459702e-05, 'epoch': 0.5}"
"{'loss': 0.0639, 'learning_rate': 2.5013421095628225e-05, 'epoch': 0.5}"
"{'loss': 0.0609, 'learning_rate': 2.500758583665943e-05, 'epoch': 0.5}"
"{'loss': 0.0788, 'learning_rate': 2.500175057769064e-05, 'epoch': 0.5}"
"{'loss': 0.0639, 'learning_rate': 2.4995915318721845e-05, 'epoch': 0.5}"
"{'loss': 0.0631, 'learning_rate': 2.4990080059753053e-05, 'epoch': 0.5}"
"{'loss': 0.0625, 'learning_rate': 2.4984244800784258e-05, 'epoch': 0.5}"
"{'loss': 0.0628, 'learning_rate': 2.4978409541815466e-05, 'epoch': 0.5}"
"{'loss': 0.0521, 'learning_rate': 2.4972574282846674e-05, 'epoch': 0.5}"
"{'loss': 0.0779, 'learning_rate': 2.4966739023877882e-05, 'epoch': 0.5}"
"{'loss': 0.0599, 'learning_rate': 2.496090376490909e-05, 'epoch': 0.5}"
"{'loss': 0.0698, 'learning_rate': 2.4955068505940298e-05, 'epoch': 0.5}"
"{'loss': 0.0821, 'learning_rate': 2.4949233246971502e-05, 'epoch': 0.5}"
"{'loss': 0.0819, 'learning_rate': 2.494339798800271e-05, 'epoch': 0.5}"
"{'loss': 0.0449, 'learning_rate': 2.4937562729033918e-05, 'epoch': 0.5}"
"{'loss': 0.0672, 'learning_rate': 2.4931727470065123e-05, 'epoch': 0.5}"
"{'loss': 0.0703, 'learning_rate': 2.492589221109633e-05, 'epoch': 0.5}"
"{'loss': 0.062, 'learning_rate': 2.492005695212754e-05, 'epoch': 0.5}"
"{'loss': 0.0617, 'learning_rate': 2.4914221693158743e-05, 'epoch': 0.5}"
"{'loss': 0.0749, 'learning_rate': 2.490838643418995e-05, 'epoch': 0.5}"
"{'loss': 0.0683, 'learning_rate': 2.490255117522116e-05, 'epoch': 0.5}"
"{'loss': 0.0707, 'learning_rate': 2.4896715916252364e-05, 'epoch': 0.5}"
"{'loss': 0.0723, 'learning_rate': 2.4890880657283572e-05, 'epoch': 0.51}"
"{'loss': 0.0442, 'learning_rate': 2.488504539831478e-05, 'epoch': 0.51}"
"{'loss': 0.0697, 'learning_rate': 2.4879210139345984e-05, 'epoch': 0.51}"
"{'loss': 0.1045, 'learning_rate': 2.4873374880377192e-05, 'epoch': 0.51}"
"{'loss': 0.0804, 'learning_rate': 2.48675396214084e-05, 'epoch': 0.51}"
"{'loss': 0.0722, 'learning_rate': 2.4861704362439605e-05, 'epoch': 0.51}"
"{'loss': 0.0872, 'learning_rate': 2.4855869103470813e-05, 'epoch': 0.51}"
"{'loss': 0.0617, 'learning_rate': 2.485003384450202e-05, 'epoch': 0.51}"
"{'loss': 0.0788, 'learning_rate': 2.4844198585533225e-05, 'epoch': 0.51}"
"{'loss': 0.081, 'learning_rate': 2.4838363326564433e-05, 'epoch': 0.51}"
"{'loss': 0.0692, 'learning_rate': 2.483252806759564e-05, 'epoch': 0.51}"
"{'loss': 0.0908, 'learning_rate': 2.4826692808626846e-05, 'epoch': 0.51}"
"{'loss': 0.0625, 'learning_rate': 2.4820857549658054e-05, 'epoch': 0.51}"
"{'loss': 0.0549, 'learning_rate': 2.4815022290689262e-05, 'epoch': 0.51}"
"{'loss': 0.0573, 'learning_rate': 2.480918703172047e-05, 'epoch': 0.51}"
"{'loss': 0.0553, 'learning_rate': 2.4803351772751678e-05, 'epoch': 0.51}"
"{'loss': 0.0807, 'learning_rate': 2.4797516513782886e-05, 'epoch': 0.51}"
"{'loss': 0.0368, 'learning_rate': 2.479168125481409e-05, 'epoch': 0.51}"
"{'loss': 0.0644, 'learning_rate': 2.4785845995845298e-05, 'epoch': 0.51}"
"{'loss': 0.1078, 'learning_rate': 2.4780010736876506e-05, 'epoch': 0.51}"
"{'loss': 0.0923, 'learning_rate': 2.477417547790771e-05, 'epoch': 0.51}"
"{'loss': 0.0674, 'learning_rate': 2.476834021893892e-05, 'epoch': 0.51}"
"{'loss': 0.0733, 'learning_rate': 2.4762504959970127e-05, 'epoch': 0.51}"
"{'loss': 0.0912, 'learning_rate': 2.475666970100133e-05, 'epoch': 0.51}"
"{'loss': 0.0529, 'learning_rate': 2.475083444203254e-05, 'epoch': 0.51}"
"{'loss': 0.0601, 'learning_rate': 2.4744999183063747e-05, 'epoch': 0.51}"
"{'loss': 0.0797, 'learning_rate': 2.4739163924094952e-05, 'epoch': 0.51}"
"{'loss': 0.0669, 'learning_rate': 2.473332866512616e-05, 'epoch': 0.51}"
"{'loss': 0.0486, 'learning_rate': 2.4727493406157368e-05, 'epoch': 0.51}"
"{'loss': 0.0529, 'learning_rate': 2.4721658147188572e-05, 'epoch': 0.51}"
"{'loss': 0.1082, 'learning_rate': 2.471582288821978e-05, 'epoch': 0.51}"
"{'loss': 0.0692, 'learning_rate': 2.4709987629250988e-05, 'epoch': 0.51}"
"{'loss': 0.0525, 'learning_rate': 2.4704152370282193e-05, 'epoch': 0.51}"
"{'loss': 0.0564, 'learning_rate': 2.46983171113134e-05, 'epoch': 0.51}"
"{'loss': 0.0715, 'learning_rate': 2.469248185234461e-05, 'epoch': 0.51}"
"{'loss': 0.0788, 'learning_rate': 2.4686646593375813e-05, 'epoch': 0.51}"
"{'loss': 0.0876, 'learning_rate': 2.468081133440702e-05, 'epoch': 0.51}"
"{'loss': 0.0581, 'learning_rate': 2.467497607543823e-05, 'epoch': 0.51}"
"{'loss': 0.0566, 'learning_rate': 2.4669140816469434e-05, 'epoch': 0.51}"
"{'loss': 0.0764, 'learning_rate': 2.4663305557500642e-05, 'epoch': 0.51}"
"{'loss': 0.064, 'learning_rate': 2.465747029853185e-05, 'epoch': 0.51}"
"{'loss': 0.0467, 'learning_rate': 2.4651635039563058e-05, 'epoch': 0.51}"
"{'loss': 0.0653, 'learning_rate': 2.4645799780594266e-05, 'epoch': 0.51}"
"{'loss': 0.0772, 'learning_rate': 2.4639964521625474e-05, 'epoch': 0.51}"
"{'loss': 0.1171, 'learning_rate': 2.4634129262656678e-05, 'epoch': 0.51}"
"{'loss': 0.0565, 'learning_rate': 2.4628294003687886e-05, 'epoch': 0.51}"
"{'loss': 0.1062, 'learning_rate': 2.4622458744719094e-05, 'epoch': 0.51}"
"{'loss': 0.0675, 'learning_rate': 2.46166234857503e-05, 'epoch': 0.51}"
"{'loss': 0.0857, 'learning_rate': 2.4610788226781507e-05, 'epoch': 0.51}"
"{'loss': 0.0877, 'learning_rate': 2.4604952967812715e-05, 'epoch': 0.51}"
"{'loss': 0.0524, 'learning_rate': 2.459911770884392e-05, 'epoch': 0.51}"
"{'loss': 0.0625, 'learning_rate': 2.4593282449875127e-05, 'epoch': 0.51}"
"{'loss': 0.0878, 'learning_rate': 2.4587447190906335e-05, 'epoch': 0.51}"
"{'loss': 0.0724, 'learning_rate': 2.458161193193754e-05, 'epoch': 0.51}"
"{'loss': 0.0786, 'learning_rate': 2.4575776672968748e-05, 'epoch': 0.51}"
"{'loss': 0.0743, 'learning_rate': 2.4569941413999956e-05, 'epoch': 0.51}"
"{'loss': 0.0661, 'learning_rate': 2.456410615503116e-05, 'epoch': 0.51}"
"{'loss': 0.0608, 'learning_rate': 2.4558270896062368e-05, 'epoch': 0.51}"
"{'loss': 0.0632, 'learning_rate': 2.4552435637093576e-05, 'epoch': 0.51}"
"{'loss': 0.0631, 'learning_rate': 2.454660037812478e-05, 'epoch': 0.51}"
"{'loss': 0.0875, 'learning_rate': 2.454076511915599e-05, 'epoch': 0.51}"
"{'loss': 0.0828, 'learning_rate': 2.4534929860187197e-05, 'epoch': 0.51}"
"{'loss': 0.0716, 'learning_rate': 2.45290946012184e-05, 'epoch': 0.51}"
"{'loss': 0.0742, 'learning_rate': 2.452325934224961e-05, 'epoch': 0.51}"
"{'loss': 0.0598, 'learning_rate': 2.4517424083280817e-05, 'epoch': 0.51}"
"{'loss': 0.0706, 'learning_rate': 2.4511588824312022e-05, 'epoch': 0.51}"
"{'loss': 0.0558, 'learning_rate': 2.450575356534323e-05, 'epoch': 0.51}"
"{'loss': 0.0884, 'learning_rate': 2.4499918306374438e-05, 'epoch': 0.51}"
"{'loss': 0.0644, 'learning_rate': 2.4494083047405646e-05, 'epoch': 0.51}"
"{'loss': 0.0827, 'learning_rate': 2.4488247788436854e-05, 'epoch': 0.51}"
"{'loss': 0.0637, 'learning_rate': 2.448241252946806e-05, 'epoch': 0.51}"
"{'loss': 0.0881, 'learning_rate': 2.4476577270499266e-05, 'epoch': 0.51}"
"{'loss': 0.1113, 'learning_rate': 2.4470742011530474e-05, 'epoch': 0.51}"
"{'loss': 0.0574, 'learning_rate': 2.4464906752561682e-05, 'epoch': 0.51}"
"{'loss': 0.0892, 'learning_rate': 2.4459071493592887e-05, 'epoch': 0.51}"
"{'loss': 0.09, 'learning_rate': 2.4453236234624095e-05, 'epoch': 0.51}"
"{'loss': 0.0729, 'learning_rate': 2.4447400975655303e-05, 'epoch': 0.51}"
"{'loss': 0.0984, 'learning_rate': 2.4441565716686507e-05, 'epoch': 0.51}"
"{'loss': 0.0946, 'learning_rate': 2.4435730457717715e-05, 'epoch': 0.51}"
"{'loss': 0.0715, 'learning_rate': 2.4429895198748923e-05, 'epoch': 0.51}"
"{'loss': 0.0589, 'learning_rate': 2.4424059939780128e-05, 'epoch': 0.51}"
"{'loss': 0.0786, 'learning_rate': 2.4418224680811336e-05, 'epoch': 0.51}"
"{'loss': 0.0569, 'learning_rate': 2.4412389421842544e-05, 'epoch': 0.51}"
"{'loss': 0.0505, 'learning_rate': 2.4406554162873748e-05, 'epoch': 0.51}"
"{'loss': 0.0545, 'learning_rate': 2.4400718903904956e-05, 'epoch': 0.51}"
"{'loss': 0.0729, 'learning_rate': 2.4394883644936164e-05, 'epoch': 0.51}"
"{'loss': 0.0795, 'learning_rate': 2.438904838596737e-05, 'epoch': 0.52}"
"{'loss': 0.0517, 'learning_rate': 2.4383213126998577e-05, 'epoch': 0.52}"
"{'loss': 0.053, 'learning_rate': 2.4377377868029785e-05, 'epoch': 0.52}"
"{'loss': 0.0687, 'learning_rate': 2.437154260906099e-05, 'epoch': 0.52}"
"{'loss': 0.0593, 'learning_rate': 2.4365707350092197e-05, 'epoch': 0.52}"
"{'loss': 0.0748, 'learning_rate': 2.4359872091123405e-05, 'epoch': 0.52}"
"{'loss': 0.0617, 'learning_rate': 2.4354036832154613e-05, 'epoch': 0.52}"
"{'loss': 0.058, 'learning_rate': 2.4348201573185818e-05, 'epoch': 0.52}"
"{'loss': 0.0713, 'learning_rate': 2.4342366314217026e-05, 'epoch': 0.52}"
"{'loss': 0.0663, 'learning_rate': 2.4336531055248234e-05, 'epoch': 0.52}"
"{'loss': 0.0908, 'learning_rate': 2.433069579627944e-05, 'epoch': 0.52}"
"{'loss': 0.0889, 'learning_rate': 2.432486053731065e-05, 'epoch': 0.52}"
"{'loss': 0.0741, 'learning_rate': 2.4319025278341854e-05, 'epoch': 0.52}"
"{'loss': 0.0489, 'learning_rate': 2.4313190019373062e-05, 'epoch': 0.52}"
"{'loss': 0.06, 'learning_rate': 2.430735476040427e-05, 'epoch': 0.52}"
"{'loss': 0.0669, 'learning_rate': 2.4301519501435475e-05, 'epoch': 0.52}"
"{'loss': 0.0526, 'learning_rate': 2.4295684242466683e-05, 'epoch': 0.52}"
"{'loss': 0.0733, 'learning_rate': 2.428984898349789e-05, 'epoch': 0.52}"
"{'loss': 0.0703, 'learning_rate': 2.4284013724529095e-05, 'epoch': 0.52}"
"{'loss': 0.0872, 'learning_rate': 2.4278178465560303e-05, 'epoch': 0.52}"
"{'loss': 0.0866, 'learning_rate': 2.427234320659151e-05, 'epoch': 0.52}"
"{'loss': 0.0539, 'learning_rate': 2.4266507947622716e-05, 'epoch': 0.52}"
"{'loss': 0.0563, 'learning_rate': 2.4260672688653924e-05, 'epoch': 0.52}"
"{'loss': 0.0585, 'learning_rate': 2.425483742968513e-05, 'epoch': 0.52}"
"{'loss': 0.0545, 'learning_rate': 2.4249002170716336e-05, 'epoch': 0.52}"
"{'loss': 0.0587, 'learning_rate': 2.4243166911747544e-05, 'epoch': 0.52}"
"{'loss': 0.0682, 'learning_rate': 2.4237331652778752e-05, 'epoch': 0.52}"
"{'loss': 0.0577, 'learning_rate': 2.4231496393809957e-05, 'epoch': 0.52}"
"{'loss': 0.0919, 'learning_rate': 2.4225661134841165e-05, 'epoch': 0.52}"
"{'loss': 0.0662, 'learning_rate': 2.4219825875872372e-05, 'epoch': 0.52}"
"{'loss': 0.0635, 'learning_rate': 2.4213990616903577e-05, 'epoch': 0.52}"
"{'loss': 0.0773, 'learning_rate': 2.4208155357934785e-05, 'epoch': 0.52}"
"{'loss': 0.0917, 'learning_rate': 2.4202320098965993e-05, 'epoch': 0.52}"
"{'loss': 0.0874, 'learning_rate': 2.41964848399972e-05, 'epoch': 0.52}"
"{'loss': 0.0706, 'learning_rate': 2.419064958102841e-05, 'epoch': 0.52}"
"{'loss': 0.0655, 'learning_rate': 2.4184814322059613e-05, 'epoch': 0.52}"
"{'loss': 0.0773, 'learning_rate': 2.417897906309082e-05, 'epoch': 0.52}"
"{'loss': 0.058, 'learning_rate': 2.417314380412203e-05, 'epoch': 0.52}"
"{'loss': 0.066, 'learning_rate': 2.4167308545153237e-05, 'epoch': 0.52}"
"{'loss': 0.0591, 'learning_rate': 2.4161473286184442e-05, 'epoch': 0.52}"
"{'loss': 0.051, 'learning_rate': 2.415563802721565e-05, 'epoch': 0.52}"
"{'loss': 0.0741, 'learning_rate': 2.4149802768246858e-05, 'epoch': 0.52}"
"{'loss': 0.0751, 'learning_rate': 2.4143967509278062e-05, 'epoch': 0.52}"
"{'loss': 0.0636, 'learning_rate': 2.413813225030927e-05, 'epoch': 0.52}"
"{'loss': 0.0464, 'learning_rate': 2.413229699134048e-05, 'epoch': 0.52}"
"{'loss': 0.0656, 'learning_rate': 2.4126461732371683e-05, 'epoch': 0.52}"
"{'loss': 0.0647, 'learning_rate': 2.412062647340289e-05, 'epoch': 0.52}"
"{'loss': 0.0874, 'learning_rate': 2.41147912144341e-05, 'epoch': 0.52}"
"{'loss': 0.0757, 'learning_rate': 2.4108955955465303e-05, 'epoch': 0.52}"
"{'loss': 0.083, 'learning_rate': 2.410312069649651e-05, 'epoch': 0.52}"
"{'loss': 0.0732, 'learning_rate': 2.409728543752772e-05, 'epoch': 0.52}"
"{'loss': 0.0643, 'learning_rate': 2.4091450178558924e-05, 'epoch': 0.52}"
"{'loss': 0.0855, 'learning_rate': 2.4085614919590132e-05, 'epoch': 0.52}"
"{'loss': 0.0692, 'learning_rate': 2.407977966062134e-05, 'epoch': 0.52}"
"{'loss': 0.0707, 'learning_rate': 2.4073944401652544e-05, 'epoch': 0.52}"
"{'loss': 0.0783, 'learning_rate': 2.4068109142683752e-05, 'epoch': 0.52}"
"{'loss': 0.0498, 'learning_rate': 2.406227388371496e-05, 'epoch': 0.52}"
"{'loss': 0.081, 'learning_rate': 2.4056438624746165e-05, 'epoch': 0.52}"
"{'loss': 0.0702, 'learning_rate': 2.4050603365777373e-05, 'epoch': 0.52}"
"{'loss': 0.059, 'learning_rate': 2.404476810680858e-05, 'epoch': 0.52}"
"{'loss': 0.0598, 'learning_rate': 2.403893284783979e-05, 'epoch': 0.52}"
"{'loss': 0.064, 'learning_rate': 2.4033097588870997e-05, 'epoch': 0.52}"
"{'loss': 0.0842, 'learning_rate': 2.4027262329902205e-05, 'epoch': 0.52}"
"{'loss': 0.0417, 'learning_rate': 2.402142707093341e-05, 'epoch': 0.52}"
"{'loss': 0.062, 'learning_rate': 2.4015591811964617e-05, 'epoch': 0.52}"
"{'loss': 0.1112, 'learning_rate': 2.4009756552995825e-05, 'epoch': 0.52}"
"{'loss': 0.0807, 'learning_rate': 2.400392129402703e-05, 'epoch': 0.52}"
"{'loss': 0.0764, 'learning_rate': 2.3998086035058238e-05, 'epoch': 0.52}"
"{'loss': 0.0705, 'learning_rate': 2.3992250776089446e-05, 'epoch': 0.52}"
"{'loss': 0.0683, 'learning_rate': 2.398641551712065e-05, 'epoch': 0.52}"
"{'loss': 0.079, 'learning_rate': 2.398058025815186e-05, 'epoch': 0.52}"
"{'loss': 0.0709, 'learning_rate': 2.3974744999183066e-05, 'epoch': 0.52}"
"{'loss': 0.06, 'learning_rate': 2.396890974021427e-05, 'epoch': 0.52}"
"{'loss': 0.0718, 'learning_rate': 2.396307448124548e-05, 'epoch': 0.52}"
"{'loss': 0.0552, 'learning_rate': 2.3957239222276687e-05, 'epoch': 0.52}"
"{'loss': 0.0712, 'learning_rate': 2.395140396330789e-05, 'epoch': 0.52}"
"{'loss': 0.0777, 'learning_rate': 2.39455687043391e-05, 'epoch': 0.52}"
"{'loss': 0.0555, 'learning_rate': 2.3939733445370307e-05, 'epoch': 0.52}"
"{'loss': 0.0791, 'learning_rate': 2.3933898186401512e-05, 'epoch': 0.52}"
"{'loss': 0.0333, 'learning_rate': 2.392806292743272e-05, 'epoch': 0.52}"
"{'loss': 0.0817, 'learning_rate': 2.3922227668463928e-05, 'epoch': 0.52}"
"{'loss': 0.0734, 'learning_rate': 2.3916392409495132e-05, 'epoch': 0.52}"
"{'loss': 0.0944, 'learning_rate': 2.391055715052634e-05, 'epoch': 0.52}"
"{'loss': 0.0814, 'learning_rate': 2.390472189155755e-05, 'epoch': 0.52}"
"{'loss': 0.0835, 'learning_rate': 2.3898886632588753e-05, 'epoch': 0.52}"
"{'loss': 0.0481, 'learning_rate': 2.389305137361996e-05, 'epoch': 0.52}"
"{'loss': 0.0805, 'learning_rate': 2.388721611465117e-05, 'epoch': 0.53}"
"{'loss': 0.099, 'learning_rate': 2.3881380855682377e-05, 'epoch': 0.53}"
"{'loss': 0.0695, 'learning_rate': 2.3875545596713585e-05, 'epoch': 0.53}"
"{'loss': 0.0679, 'learning_rate': 2.3869710337744793e-05, 'epoch': 0.53}"
"{'loss': 0.0454, 'learning_rate': 2.3863875078775997e-05, 'epoch': 0.53}"
"{'loss': 0.0777, 'learning_rate': 2.3858039819807205e-05, 'epoch': 0.53}"
"{'loss': 0.0813, 'learning_rate': 2.3852204560838413e-05, 'epoch': 0.53}"
"{'loss': 0.0936, 'learning_rate': 2.3846369301869618e-05, 'epoch': 0.53}"
"{'loss': 0.0694, 'learning_rate': 2.3840534042900826e-05, 'epoch': 0.53}"
"{'loss': 0.0851, 'learning_rate': 2.3834698783932034e-05, 'epoch': 0.53}"
"{'loss': 0.0854, 'learning_rate': 2.382886352496324e-05, 'epoch': 0.53}"
"{'loss': 0.0699, 'learning_rate': 2.3823028265994446e-05, 'epoch': 0.53}"
"{'loss': 0.0777, 'learning_rate': 2.3817193007025654e-05, 'epoch': 0.53}"
"{'loss': 0.0707, 'learning_rate': 2.381135774805686e-05, 'epoch': 0.53}"
"{'loss': 0.0912, 'learning_rate': 2.3805522489088067e-05, 'epoch': 0.53}"
"{'loss': 0.0539, 'learning_rate': 2.3799687230119275e-05, 'epoch': 0.53}"
"{'loss': 0.0644, 'learning_rate': 2.379385197115048e-05, 'epoch': 0.53}"
"{'loss': 0.0822, 'learning_rate': 2.3788016712181687e-05, 'epoch': 0.53}"
"{'loss': 0.069, 'learning_rate': 2.3782181453212895e-05, 'epoch': 0.53}"
"{'loss': 0.0703, 'learning_rate': 2.37763461942441e-05, 'epoch': 0.53}"
"{'loss': 0.0501, 'learning_rate': 2.3770510935275308e-05, 'epoch': 0.53}"
"{'loss': 0.0638, 'learning_rate': 2.3764675676306516e-05, 'epoch': 0.53}"
"{'loss': 0.0693, 'learning_rate': 2.375884041733772e-05, 'epoch': 0.53}"
"{'loss': 0.0761, 'learning_rate': 2.3753005158368928e-05, 'epoch': 0.53}"
"{'loss': 0.0529, 'learning_rate': 2.3747169899400136e-05, 'epoch': 0.53}"
"{'loss': 0.0648, 'learning_rate': 2.374133464043134e-05, 'epoch': 0.53}"
"{'loss': 0.0749, 'learning_rate': 2.373549938146255e-05, 'epoch': 0.53}"
"{'loss': 0.0552, 'learning_rate': 2.3729664122493757e-05, 'epoch': 0.53}"
"{'loss': 0.0539, 'learning_rate': 2.3723828863524965e-05, 'epoch': 0.53}"
"{'loss': 0.0795, 'learning_rate': 2.3717993604556173e-05, 'epoch': 0.53}"
"{'loss': 0.0762, 'learning_rate': 2.371215834558738e-05, 'epoch': 0.53}"
"{'loss': 0.0736, 'learning_rate': 2.3706323086618585e-05, 'epoch': 0.53}"
"{'loss': 0.0745, 'learning_rate': 2.3700487827649793e-05, 'epoch': 0.53}"
"{'loss': 0.0887, 'learning_rate': 2.3694652568681e-05, 'epoch': 0.53}"
"{'loss': 0.0747, 'learning_rate': 2.3688817309712206e-05, 'epoch': 0.53}"
"{'loss': 0.0747, 'learning_rate': 2.3682982050743414e-05, 'epoch': 0.53}"
"{'loss': 0.0622, 'learning_rate': 2.367714679177462e-05, 'epoch': 0.53}"
"{'loss': 0.0646, 'learning_rate': 2.3671311532805826e-05, 'epoch': 0.53}"
"{'loss': 0.049, 'learning_rate': 2.3665476273837034e-05, 'epoch': 0.53}"
"{'loss': 0.0539, 'learning_rate': 2.3659641014868242e-05, 'epoch': 0.53}"
"{'loss': 0.0768, 'learning_rate': 2.3653805755899447e-05, 'epoch': 0.53}"
"{'loss': 0.072, 'learning_rate': 2.3647970496930655e-05, 'epoch': 0.53}"
"{'loss': 0.0499, 'learning_rate': 2.3642135237961863e-05, 'epoch': 0.53}"
"{'loss': 0.0723, 'learning_rate': 2.3636299978993067e-05, 'epoch': 0.53}"
"{'loss': 0.0512, 'learning_rate': 2.3630464720024275e-05, 'epoch': 0.53}"
"{'loss': 0.0705, 'learning_rate': 2.3624629461055483e-05, 'epoch': 0.53}"
"{'loss': 0.0605, 'learning_rate': 2.3618794202086688e-05, 'epoch': 0.53}"
"{'loss': 0.0612, 'learning_rate': 2.3612958943117896e-05, 'epoch': 0.53}"
"{'loss': 0.0593, 'learning_rate': 2.3607123684149104e-05, 'epoch': 0.53}"
"{'loss': 0.0749, 'learning_rate': 2.3601288425180308e-05, 'epoch': 0.53}"
"{'loss': 0.1058, 'learning_rate': 2.3595453166211516e-05, 'epoch': 0.53}"
"{'loss': 0.078, 'learning_rate': 2.3589617907242724e-05, 'epoch': 0.53}"
"{'loss': 0.0622, 'learning_rate': 2.3583782648273932e-05, 'epoch': 0.53}"
"{'loss': 0.0719, 'learning_rate': 2.3577947389305137e-05, 'epoch': 0.53}"
"{'loss': 0.0523, 'learning_rate': 2.3572112130336345e-05, 'epoch': 0.53}"
"{'loss': 0.0979, 'learning_rate': 2.3566276871367553e-05, 'epoch': 0.53}"
"{'loss': 0.0635, 'learning_rate': 2.356044161239876e-05, 'epoch': 0.53}"
"{'loss': 0.0644, 'learning_rate': 2.355460635342997e-05, 'epoch': 0.53}"
"{'loss': 0.0522, 'learning_rate': 2.3548771094461173e-05, 'epoch': 0.53}"
"{'loss': 0.066, 'learning_rate': 2.354293583549238e-05, 'epoch': 0.53}"
"{'loss': 0.0667, 'learning_rate': 2.353710057652359e-05, 'epoch': 0.53}"
"{'loss': 0.0594, 'learning_rate': 2.3531265317554794e-05, 'epoch': 0.53}"
"{'loss': 0.0623, 'learning_rate': 2.3525430058586e-05, 'epoch': 0.53}"
